Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Kohl's,1189833.00,44323.00,West,California,Los Angeles,Men's Street Footwear,38.00,289.00,1098.00,505.00,Outlet
Foot Locker,1185732.00,44393.00,South,Mississippi,Jackson,Men's Street Footwear,47.00,289.00,1358.00,625.00,Outlet
Foot Locker,1185732.00,43869.00,Northeast,New York,New York,Women's Street Footwear,36.00,288.00,1037.00,435.00,Outlet
Foot Locker,1185732.00,43898.00,Northeast,New York,New York,Men's Apparel,45.00,288.00,1296.00,441.00,Outlet
Kohl's,1189833.00,44342.00,West,California,Los Angeles,Men's Athletic Footwear,42.00,288.00,1210.00,339.00,Outlet
West Gear,1185732.00,44237.00,Southeast,Florida,Orlando,Men's Street Footwear,36.00,288.00,1037.00,487.00,Outlet
Foot Locker,1185732.00,44444.00,Southeast,South Carolina,Charleston,Men's Street Footwear,51.00,287.00,1464.00,849.00,Online
Walmart,1197831.00,44056.00,South,Texas,Houston,Men's Athletic Footwear,30.00,287.00,861.00,362.00,Outlet
West Gear,1128299.00,44220.00,West,California,San Francisco,Men's Street Footwear,40.00,287.00,1148.00,402.00,Outlet
West Gear,1128299.00,44221.00,West,California,San Francisco,Men's Athletic Footwear,42.00,287.00,1205.00,205.00,Outlet
Foot Locker,1185732.00,43905.00,Northeast,New York,New York,Women's Apparel,61.00,286.00,1745.00,698.00,Online
Walmart,1185732.00,43956.00,Northeast,New York,New York,Women's Street Footwear,54.00,285.00,1539.00,723.00,Online
Walmart,1197831.00,44131.00,South,Texas,Houston,Men's Athletic Footwear,44.00,285.00,1254.00,602.00,Online
Sports Direct,1197831.00,44309.00,South,Tennessee,Knoxville,Women's Street Footwear,46.00,285.00,1311.00,787.00,Online
Walmart,1197831.00,44068.00,South,Texas,Houston,Men's Athletic Footwear,32.00,285.00,912.00,383.00,Outlet
Kohl's,1189833.00,44311.00,West,California,Los Angeles,Men's Street Footwear,30.00,285.00,855.00,402.00,Outlet
Foot Locker,1185732.00,44097.00,Southeast,Florida,Miami,Men's Street Footwear,53.00,284.00,1505.00,828.00,Online
Foot Locker,1185732.00,44292.00,Southeast,South Carolina,Charleston,Men's Street Footwear,33.00,283.00,934.00,532.00,Online
Foot Locker,1185732.00,44321.00,Southeast,South Carolina,Charleston,Men's Street Footwear,48.00,282.00,1354.00,744.00,Online
Foot Locker,1185732.00,43834.00,Northeast,New York,New York,Women's Athletic Footwear,36.00,281.00,1012.00,374.00,Outlet
Foot Locker,1185732.00,43865.00,Northeast,New York,New York,Men's Apparel,44.00,281.00,1236.00,445.00,Outlet
Walmart,1197831.00,44126.00,South,Texas,Houston,Women's Street Footwear,34.00,281.00,955.00,373.00,Outlet
West Gear,1128299.00,44204.00,West,California,San Francisco,Women's Street Footwear,42.00,281.00,1180.00,531.00,Outlet
Sports Direct,1197831.00,44485.00,South,Texas,Dallas,Men's Street Footwear,46.00,281.00,1293.00,608.00,Outlet
Foot Locker,1185732.00,44205.00,Southeast,Georgia,Atlanta,Women's Apparel,30.00,281.00,843.00,447.00,Outlet
Walmart,1185732.00,43945.00,Northeast,New York,New York,Women's Apparel,59.00,280.00,1652.00,661.00,Online
Foot Locker,1185732.00,43871.00,Northeast,New York,New York,Men's Apparel,47.00,280.00,1316.00,461.00,Outlet
Walmart,1185732.00,43952.00,Northeast,New York,New York,Men's Apparel,47.00,280.00,1316.00,474.00,Outlet
West Gear,1128299.00,44227.00,West,California,San Francisco,Men's Athletic Footwear,39.00,280.00,1092.00,197.00,Outlet
Sports Direct,1197831.00,44450.00,South,Texas,Dallas,Men's Athletic Footwear,40.00,280.00,1120.00,459.00,Outlet
Sports Direct,1197831.00,44454.00,South,Texas,Dallas,Women's Apparel,42.00,280.00,1176.00,647.00,Outlet
Sports Direct,1197831.00,44444.00,South,Alabama,Birmingham,Women's Apparel,36.00,280.00,1008.00,645.00,Outlet
Sports Direct,1197831.00,44450.00,South,Alabama,Birmingham,Women's Apparel,47.00,280.00,1316.00,921.00,Outlet
Walmart,1128299.00,44546.00,Southeast,Florida,Orlando,Men's Street Footwear,58.00,280.00,1624.00,585.00,Outlet
Walmart,1185732.00,43938.00,Northeast,New York,New York,Men's Apparel,43.00,279.00,1200.00,396.00,Outlet
Walmart,1185732.00,43958.00,Northeast,New York,New York,Men's Apparel,48.00,279.00,1339.00,496.00,Outlet
Foot Locker,1185732.00,43896.00,Northeast,New York,New York,Women's Street Footwear,46.00,278.00,1279.00,614.00,Online
Foot Locker,1185732.00,44096.00,Southeast,Florida,Miami,Women's Apparel,56.00,278.00,1557.00,950.00,Online
Foot Locker,1185732.00,44414.00,Southeast,South Carolina,Charleston,Women's Apparel,58.00,278.00,1612.00,984.00,Online
Foot Locker,1185732.00,44506.00,Southeast,South Carolina,Charleston,Men's Street Footwear,50.00,278.00,1390.00,792.00,Online
Foot Locker,1185732.00,43904.00,Northeast,New York,New York,Men's Apparel,46.00,278.00,1279.00,435.00,Outlet
West Gear,1128299.00,44215.00,West,California,San Francisco,Men's Athletic Footwear,47.00,278.00,1307.00,287.00,Outlet
Sports Direct,1197831.00,44453.00,South,Alabama,Birmingham,Women's Street Footwear,36.00,278.00,1001.00,530.00,Outlet
West Gear,1197831.00,44383.00,West,Idaho,Boise,Women's Street Footwear,34.00,278.00,945.00,397.00,Outlet
West Gear,1128299.00,44208.00,West,California,San Francisco,Men's Street Footwear,56.00,277.00,1551.00,698.00,Online
Foot Locker,1185732.00,43851.00,Northeast,New York,New York,Women's Street Footwear,36.00,276.00,994.00,467.00,Online
Walmart,1197831.00,44060.00,South,Texas,Houston,Women's Apparel,37.00,276.00,1021.00,643.00,Online
Sports Direct,1185732.00,44257.00,Southeast,North Carolina,Charlotte,Men's Street Footwear,28.00,276.00,773.00,417.00,Online
Sports Direct,1197831.00,44431.00,South,Alabama,Birmingham,Men's Apparel,25.00,275.00,6875.00,2750.00,Outlet
Foot Locker,1185732.00,44214.00,Midwest,Michigan,Detroit,Women's Athletic Footwear,25.00,275.00,6875.00,2750.00,In-store
Foot Locker,1185732.00,44304.00,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30.00,275.00,8250.00,2888.00,In-store
Foot Locker,1185732.00,44304.00,Midwest,Missouri,St. Louis,Women's Street Footwear,20.00,275.00,5500.00,1925.00,In-store
Foot Locker,1185732.00,44458.00,Midwest,Missouri,St. Louis,Women's Athletic Footwear,15.00,275.00,4125.00,1650.00,In-store
Foot Locker,1185732.00,44458.00,Midwest,Missouri,St. Louis,Men's Apparel,25.00,275.00,6875.00,2406.00,In-store
West Gear,1185732.00,44328.00,West,Utah,Salt Lake City,Women's Athletic Footwear,25.00,275.00,6875.00,2750.00,In-store
West Gear,1185732.00,44480.00,West,Utah,Salt Lake City,Women's Athletic Footwear,20.00,275.00,5500.00,2200.00,In-store
West Gear,1185732.00,44480.00,West,Utah,Salt Lake City,Men's Apparel,30.00,275.00,8250.00,2888.00,In-store
Foot Locker,1185732.00,44271.00,South,Mississippi,Jackson,Women's Athletic Footwear,20.00,275.00,5500.00,2200.00,Online
Walmart,1197831.00,44490.00,South,Arkansas,Little Rock,Women's Athletic Footwear,20.00,275.00,5500.00,2200.00,Online
Walmart,1197831.00,44490.00,South,Arkansas,Little Rock,Men's Apparel,30.00,275.00,8250.00,2888.00,Online
West Gear,1197831.00,44248.00,South,Arkansas,Little Rock,Men's Athletic Footwear,25.00,275.00,6875.00,2406.00,Online
West Gear,1197831.00,44274.00,South,Oklahoma,Oklahoma City,Women's Street Footwear,10.00,275.00,2750.00,1100.00,Online
West Gear,1197831.00,44274.00,South,Oklahoma,Oklahoma City,Women's Apparel,25.00,275.00,6875.00,2750.00,Online
West Gear,1197831.00,44458.00,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.00,275.00,4125.00,1650.00,Online
Foot Locker,1197831.00,44513.00,Midwest,Kansas,Wichita,Men's Athletic Footwear,15.00,275.00,4125.00,1444.00,Online
Foot Locker,1185732.00,44208.00,Midwest,Kansas,Wichita,Women's Street Footwear,30.00,275.00,8250.00,2475.00,Online
Sports Direct,1185732.00,44205.00,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25.00,275.00,6875.00,2063.00,Online
Sports Direct,1185732.00,44236.00,Midwest,North Dakota,Fargo,Women's Apparel,25.00,275.00,6875.00,2750.00,Online
Foot Locker,1185732.00,44353.00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.00,275.00,8250.00,2888.00,In-store
Foot Locker,1185732.00,44446.00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.00,275.00,8250.00,2888.00,In-store
West Gear,1185732.00,44264.00,Midwest,Indiana,Indianapolis,Women's Street Footwear,15.00,275.00,4125.00,1444.00,In-store
West Gear,1185732.00,44264.00,Midwest,Indiana,Indianapolis,Women's Apparel,25.00,275.00,6875.00,2750.00,In-store
West Gear,1185732.00,44450.00,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,30.00,275.00,8250.00,3300.00,In-store
West Gear,1185732.00,44271.00,Northeast,West Virginia,Charleston,Men's Athletic Footwear,30.00,275.00,8250.00,3300.00,In-store
Foot Locker,1185732.00,44242.00,Northeast,Maryland,Baltimore,Women's Street Footwear,30.00,275.00,8250.00,3300.00,In-store
Foot Locker,1185732.00,44268.00,Northeast,Delaware,Wilmington,Women's Street Footwear,30.00,275.00,8250.00,3300.00,In-store
Kohl's,1185732.00,44206.00,Northeast,Delaware,Wilmington,Women's Street Footwear,25.00,275.00,6875.00,2750.00,In-store
Walmart,1185732.00,43949.00,Northeast,New York,New York,Men's Athletic Footwear,53.00,273.00,1447.00,622.00,Online
West Gear,1128299.00,44202.00,West,California,San Francisco,Men's Street Footwear,56.00,273.00,1529.00,764.00,Online
West Gear,1128299.00,44214.00,West,California,San Francisco,Men's Street Footwear,62.00,273.00,1693.00,779.00,Online
West Gear,1128299.00,44239.00,West,California,San Francisco,Men's Athletic Footwear,58.00,273.00,1583.00,428.00,Online
Sports Direct,1197831.00,44463.00,South,Texas,Dallas,Women's Street Footwear,46.00,273.00,1256.00,691.00,Online
Foot Locker,1185732.00,44049.00,West,Washington,Seattle,Men's Street Footwear,44.00,273.00,1201.00,661.00,Online
Foot Locker,1185732.00,44354.00,Southeast,South Carolina,Charleston,Men's Street Footwear,51.00,273.00,1392.00,780.00,Online
Walmart,1197831.00,44054.00,South,Texas,Houston,Women's Apparel,27.00,272.00,734.00,404.00,Outlet
Walmart,1197831.00,44085.00,South,Texas,Houston,Men's Street Footwear,31.00,272.00,843.00,329.00,Outlet
West Gear,1128299.00,44148.00,West,California,San Francisco,Men's Street Footwear,36.00,272.00,979.00,382.00,Outlet
Kohl's,1189833.00,44312.00,West,California,Los Angeles,Men's Athletic Footwear,37.00,272.00,1006.00,292.00,Outlet
Kohl's,1189833.00,44335.00,West,California,Los Angeles,Men's Street Footwear,40.00,272.00,1088.00,500.00,Outlet
Sports Direct,1197831.00,44460.00,South,Texas,Dallas,Women's Apparel,47.00,272.00,1278.00,729.00,Outlet
Sports Direct,1197831.00,44301.00,South,Tennessee,Knoxville,Men's Street Footwear,29.00,272.00,789.00,394.00,Outlet
Sports Direct,1197831.00,44306.00,South,Tennessee,Knoxville,Women's Apparel,38.00,272.00,1034.00,641.00,Outlet
Walmart,1128299.00,44364.00,Southeast,Florida,Orlando,Men's Street Footwear,50.00,272.00,1360.00,435.00,Outlet
Walmart,1128299.00,44425.00,Southeast,Florida,Orlando,Men's Athletic Footwear,60.00,272.00,1632.00,441.00,Outlet
West Gear,1185732.00,44208.00,Southeast,Florida,Orlando,Men's Street Footwear,30.00,272.00,816.00,416.00,Outlet
Foot Locker,1128299.00,44400.00,Southeast,Virginia,Richmond,Men's Street Footwear,60.00,272.00,1632.00,604.00,Outlet
Foot Locker,1128299.00,44432.00,Southeast,Virginia,Richmond,Men's Street Footwear,67.00,272.00,1822.00,729.00,Outlet
West Gear,1128299.00,44546.00,South,Louisiana,New Orleans,Men's Street Footwear,46.00,272.00,1251.00,576.00,Outlet
West Gear,1128299.00,44138.00,South,Texas,Houston,Women's Street Footwear,33.00,271.00,894.00,376.00,Outlet
West Gear,1128299.00,44190.00,West,California,San Francisco,Men's Street Footwear,40.00,271.00,1084.00,412.00,Outlet
West Gear,1128299.00,44241.00,West,California,San Francisco,Women's Athletic Footwear,40.00,271.00,1084.00,325.00,Outlet
Sports Direct,1197831.00,44294.00,South,Tennessee,Knoxville,Women's Apparel,31.00,271.00,840.00,496.00,Outlet
Sports Direct,1197831.00,44308.00,South,Tennessee,Knoxville,Men's Athletic Footwear,44.00,271.00,1192.00,608.00,Outlet
West Gear,1197831.00,44383.00,West,Idaho,Boise,Men's Athletic Footwear,40.00,271.00,1084.00,466.00,Outlet
Walmart,1197831.00,44396.00,South,Arkansas,Little Rock,Men's Street Footwear,39.00,271.00,1057.00,444.00,Outlet
Foot Locker,1185732.00,43895.00,Northeast,New York,New York,Men's Athletic Footwear,54.00,270.00,1458.00,598.00,Online
Walmart,1185732.00,43938.00,Northeast,New York,New York,Men's Apparel,54.00,270.00,1458.00,656.00,Online
Walmart,1185732.00,43941.00,Northeast,New York,New York,Men's Athletic Footwear,50.00,270.00,1350.00,594.00,Online
Kohl's,1189833.00,44305.00,West,California,Los Angeles,Men's Street Footwear,44.00,270.00,1188.00,653.00,Online
Sports Direct,1185732.00,44103.00,Southeast,Florida,Miami,Men's Street Footwear,56.00,270.00,1512.00,907.00,Online
West Gear,1128299.00,44393.00,South,Louisiana,New Orleans,Men's Street Footwear,86.00,270.00,2322.00,1231.00,Online
Foot Locker,1185732.00,44382.00,Southeast,South Carolina,Charleston,Men's Athletic Footwear,58.00,270.00,1566.00,767.00,Online
Foot Locker,1185732.00,43903.00,Northeast,New York,New York,Women's Athletic Footwear,35.00,270.00,945.00,350.00,Outlet
Walmart,1185732.00,43951.00,Northeast,New York,New York,Women's Athletic Footwear,41.00,270.00,1107.00,410.00,Outlet
Sports Direct,1197831.00,44031.00,Northeast,New York,New York,Men's Street Footwear,20.00,270.00,540.00,211.00,Outlet
Sports Direct,1197831.00,44032.00,Northeast,New York,New York,Men's Athletic Footwear,26.00,270.00,702.00,260.00,Outlet
Walmart,1197831.00,44078.00,South,Texas,Houston,Women's Apparel,39.00,270.00,1053.00,569.00,Outlet
Walmart,1197831.00,44124.00,South,Texas,Houston,Men's Street Footwear,34.00,270.00,918.00,349.00,Outlet
West Gear,1128299.00,44196.00,West,California,San Francisco,Men's Street Footwear,44.00,270.00,1188.00,523.00,Outlet
Walmart,1185732.00,43942.00,Northeast,New York,New York,Women's Street Footwear,47.00,268.00,1260.00,592.00,Online
Walmart,1197831.00,44055.00,South,Texas,Houston,Men's Street Footwear,29.00,268.00,777.00,373.00,Online
Walmart,1197831.00,44073.00,South,Texas,Houston,Men's Street Footwear,37.00,268.00,992.00,486.00,Online
West Gear,1128299.00,44221.00,West,California,San Francisco,Men's Athletic Footwear,56.00,268.00,1501.00,420.00,Online
Foot Locker,1185732.00,44061.00,Southeast,Florida,Miami,Men's Street Footwear,41.00,268.00,1099.00,659.00,Online
Sports Direct,1197831.00,44453.00,South,Alabama,Birmingham,Women's Street Footwear,51.00,268.00,1367.00,820.00,Online
Foot Locker,1185732.00,43901.00,Northeast,New York,New York,Men's Athletic Footwear,53.00,267.00,1415.00,594.00,Online
Foot Locker,1185732.00,44260.00,Southeast,South Carolina,Charleston,Men's Street Footwear,33.00,265.00,875.00,507.00,Online
Walmart,1197831.00,44063.00,South,Texas,Houston,Women's Street Footwear,27.00,264.00,713.00,285.00,Outlet
Walmart,1197831.00,44079.00,South,Texas,Houston,Men's Street Footwear,33.00,264.00,871.00,366.00,Outlet
West Gear,1128299.00,44136.00,South,Texas,Houston,Men's Street Footwear,30.00,264.00,792.00,309.00,Outlet
West Gear,1128299.00,44210.00,West,California,San Francisco,Women's Street Footwear,46.00,264.00,1214.00,486.00,Outlet
West Gear,1128299.00,44213.00,West,California,San Francisco,Women's Apparel,56.00,264.00,1478.00,281.00,Outlet
West Gear,1128299.00,44225.00,West,California,San Francisco,Women's Apparel,51.00,264.00,1346.00,202.00,Outlet
Kohl's,1189833.00,44274.00,West,California,Los Angeles,Men's Street Footwear,24.00,264.00,634.00,279.00,Outlet
Kohl's,1189833.00,44310.00,West,California,Los Angeles,Women's Apparel,48.00,264.00,1267.00,279.00,Outlet
Kohl's,1189833.00,44318.00,West,California,Los Angeles,Men's Athletic Footwear,41.00,264.00,1082.00,336.00,Outlet
Kohl's,1189833.00,44324.00,West,California,Los Angeles,Men's Athletic Footwear,39.00,264.00,1030.00,278.00,Outlet
Kohl's,1189833.00,44330.00,West,California,Los Angeles,Men's Athletic Footwear,43.00,264.00,1135.00,341.00,Outlet
Kohl's,1189833.00,44336.00,West,California,Los Angeles,Men's Athletic Footwear,42.00,264.00,1109.00,333.00,Outlet
Sports Direct,1197831.00,44448.00,South,Texas,Dallas,Women's Apparel,34.00,264.00,898.00,467.00,Outlet
Sports Direct,1197831.00,44456.00,South,Texas,Dallas,Men's Athletic Footwear,34.00,264.00,898.00,377.00,Outlet
Sports Direct,1197831.00,44302.00,South,Tennessee,Knoxville,Men's Athletic Footwear,30.00,264.00,792.00,396.00,Outlet
Sports Direct,1197831.00,44332.00,South,Tennessee,Knoxville,Men's Athletic Footwear,37.00,264.00,977.00,479.00,Outlet
Sports Direct,1197831.00,44446.00,South,Alabama,Birmingham,Men's Athletic Footwear,37.00,264.00,977.00,537.00,Outlet
West Gear,1197831.00,44383.00,West,Idaho,Boise,Men's Street Footwear,35.00,264.00,924.00,425.00,Outlet
Foot Locker,1197831.00,44383.00,West,Idaho,Boise,Women's Apparel,51.00,264.00,1346.00,794.00,Outlet
Foot Locker,1185732.00,44205.00,Southeast,Georgia,Atlanta,Women's Street Footwear,24.00,264.00,634.00,203.00,Outlet
Walmart,1185732.00,43953.00,Northeast,New York,New York,Women's Apparel,66.00,263.00,1736.00,642.00,Online
West Gear,1128299.00,44232.00,West,California,San Francisco,Men's Street Footwear,52.00,263.00,1368.00,602.00,Online
Sports Direct,1197831.00,44454.00,South,Texas,Dallas,Women's Apparel,53.00,263.00,1394.00,878.00,Online
Sports Direct,1197831.00,44303.00,South,Tennessee,Knoxville,Women's Street Footwear,36.00,263.00,947.00,568.00,Online
West Gear,1185732.00,44357.00,Northeast,New York,Albany,Men's Street Footwear,59.00,263.00,1552.00,869.00,Online
Sports Direct,1185732.00,44424.00,Midwest,Michigan,Detroit,Men's Street Footwear,55.00,263.00,1447.00,926.00,Online
Sports Direct,1185732.00,44231.00,Southeast,South Carolina,Charleston,Men's Street Footwear,34.00,263.00,894.00,447.00,Online
Sports Direct,1185732.00,44289.00,Southeast,North Carolina,Charlotte,Men's Street Footwear,27.00,263.00,710.00,383.00,Online
Sports Direct,1185732.00,44379.00,Southeast,North Carolina,Charlotte,Women's Apparel,64.00,263.00,1683.00,1060.00,Online
Sports Direct,1197831.00,44044.00,South,Texas,Houston,Men's Athletic Footwear,30.00,263.00,789.00,308.00,Outlet
Walmart,1197831.00,44064.00,South,Texas,Houston,Women's Athletic Footwear,26.00,263.00,684.00,328.00,Outlet
West Gear,1128299.00,44209.00,West,California,San Francisco,Men's Athletic Footwear,49.00,263.00,1289.00,309.00,Outlet
West Gear,1128299.00,44218.00,West,California,San Francisco,Men's Apparel,59.00,263.00,1552.00,884.00,Outlet
West Gear,1128299.00,44232.00,West,California,San Francisco,Men's Street Footwear,39.00,263.00,1026.00,359.00,Outlet
Sports Direct,1197831.00,44438.00,South,Alabama,Birmingham,Women's Apparel,36.00,263.00,947.00,625.00,Outlet
Walmart,1128299.00,44393.00,Southeast,Florida,Orlando,Men's Athletic Footwear,74.00,263.00,1946.00,545.00,Outlet
West Gear,1197831.00,44351.00,West,Idaho,Boise,Men's Athletic Footwear,35.00,263.00,921.00,377.00,Outlet
